,event,position,athelete,country,mark,sex,event_number
5,Discus Throw,6,ROBERT HARTING,GER,65.1,men,-31
6,Discus Throw,7,ROBERT URBANEK,POL,64.15,men,-31
7,Discus Throw,8,TRAVES SMIKLE,JAM,64.04,men,-31
8,Discus Throw,9,LUKAS WEISSHAIDINGER,AUT,63.76,men,-31
9,Discus Throw,10,APOSTOLOS PARELLIS,CYP,63.17,men,-31
10,Discus Throw,11,SIMON PETTERSSON,SWE,60.39,men,-31
11,Discus Throw,12,GERD KANTER,EST,60.0,men,-31
0,Javelin Throw,1,NATALYA SHIKOLENKO,BLR,67.56,women,5
1,Javelin Throw,2,FELICIA TILEA-MOLDOVAN,ROU,65.22,women,5
2,Javelin Throw,3,MIKAELA INGBERG,FIN,65.16,women,5
3,Javelin Throw,4,HELI RANTANEN,FIN,65.04,women,5
4,Javelin Throw,5,JOANNA STONE-NIXON,AUS,63.74,women,5
5,Javelin Throw,6,TANJA DAMASKE,GER,62.32,women,5
6,Javelin Throw,7,ISEL LÓPEZ,CUB,60.8,women,5
7,Javelin Throw,8,YEKATERINA IVAKINA,RUS,59.82,women,5
8,Javelin Throw,9,RENATA STRAŠEK,SLO,59.1,women,5
9,Javelin Throw,10,JETTE JEPPESEN,DEN,58.84,women,5
10,Javelin Throw,11,STEFFI NERIUS,GER,56.5,women,5
11,Javelin Throw,12,MIRÉLA MANJANI,ALB,55.56,women,5
0,100 Metres,1,GAIL DEVERS,USA,12.68,Hurdles women,5
1,100 Metres,2,OLGA SHISHIGINA,KAZ,12.8,Hurdles women,5
2,100 Metres,3,YULIYA GRAUDYN,RUS,12.85,Hurdles women,5
3,100 Metres,4,TATYANA RESHETNIKOVA,RUS,12.87,Hurdles women,5
4,100 Metres,5,JULIE BAUMANN,SUI,12.95,Hurdles women,5
5,100 Metres,6,GILLIAN RUSSELL-LOVE,JAM,12.96,Hurdles women,5
6,100 Metres,7,DIONNE ROSE-HENLEY,JAM,12.98,Hurdles women,5
7,100 Metres,8,BRIGITA BUKOVEC,SLO,13.02,Hurdles women,5
0,400 Metres,1,KARSTEN WARHOLM,NOR,47.42,Hurdles men,-29
1,400 Metres,2,RAI BENJAMIN,USA,47.66,Hurdles men,-29
2,400 Metres,3,ABDERRAHMAN SAMBA,QAT,48.03,Hurdles men,-29
3,400 Metres,4,KYRON MCMASTER,IVB,48.10,Hurdles men,-29
4,400 Metres,5,TJ HOLMES,USA,48.20,Hurdles men,-29
5,400 Metres,6,YASMANI COPELLO,TUR,48.25,Hurdles men,-29
6,400 Metres,7,ALISON DOS SANTOS,BRA,48.28,Hurdles men,-29
7,400 Metres,8,ABDELMALIK LAHOULOU,ALG,49.46,Hurdles men,-29
0,"10,000 Metres",1,GETE WAMI,ETH,30:24.56,women,7
1,"10,000 Metres",2,PAULA RADCLIFFE,GBR,30:27.13,women,7
2,"10,000 Metres",3,TEGLA LOROUPE,KEN,30:32.03,women,7
3,"10,000 Metres",4,HARUMI HIROYAMA-SUZUKI,JPN,31:26.84,women,7
4,"10,000 Metres",5,CHIEMI TAKAHASHI,JPN,31:27.62,women,7
5,"10,000 Metres",6,MERIMA HASHIM,ETH,31:32.06,women,7
6,"10,000 Metres",7,BERHANE ADERE,ETH,31:32.51,women,7
7,"10,000 Metres",8,TERESA RECIO,ESP,31:43.80,women,7
8,"10,000 Metres",9,MARLEEN RENDERS,BEL,31:51.21,women,7
9,"10,000 Metres",10,OLIVERA JEVTIC,SCG,31:57.67,women,7
10,"10,000 Metres",11,DEENA KASTOR,USA,32:11.14,women,7
11,"10,000 Metres",12,YUKO KAWAKAMI,JPN,32:19.02,women,7
12,"10,000 Metres",13,RESTITUTA JOSEPH,TAN,32:20.26,women,7
13,"10,000 Metres",14,MARÍA ABEL,ESP,32:22.88,women,7
14,"10,000 Metres",15,ANA DIAS,POR,32:37.72,women,7
15,"10,000 Metres",16,ANNE MARIE LETKO-LAUCK,USA,32:57.07,women,7
16,"10,000 Metres",17,GUIXIA ZHENG,CHN,32:59.83,women,7
17,"10,000 Metres",18,BLANDINE BITZNER-DUCRET,FRA,33:06.98,women,7
18,"10,000 Metres",19,ZHAOXIA DONG,CHN,33:12.94,women,7
19,"10,000 Metres",20,LIDIYA VASILEVSKAYA,RUS,33:13.21,women,7
20,"10,000 Metres",21,MARÍA LUISA LARRAGA,ESP,33:15.98,women,7
21,"10,000 Metres",22,ZAHIA DAHMANI,FRA,33:46.23,women,7
22,"10,000 Metres",23,PRISCILLA MAMBA,SWZ,38:45.18,women,7
0,4x100 Metres,1,BAHAMAS,BAH,41.92,Relay women,7
1,4x100 Metres,2,FRANCE,FRA,42.06,Relay women,7
2,4x100 Metres,3,JAMAICA,JAM,42.15,Relay women,7
3,4x100 Metres,4,UNITED STATES,USA,42.30,Relay women,7
4,4x100 Metres,5,GERMANY,GER,42.63,Relay women,7
5,4x100 Metres,6,CANADA,CAN,43.39,Relay women,7
6,4x100 Metres,7,POLAND,POL,43.51,Relay women,7
7,4x100 Metres,8,GREAT BRITAIN & N.I.,GBR,43.52,Relay women,7
0,200 Metres,1,DINA ASHER-SMITH,GBR,21.88,women,-29
1,200 Metres,2,BRITTANY BROWN,USA,22.22,women,-29
2,200 Metres,3,MUJINGA KAMBUNDJI,SUI,22.51,women,-29
3,200 Metres,4,ANGLERNE ANNELUS,USA,22.59,women,-29
4,200 Metres,5,DEZEREA BRYANT,USA,22.63,women,-29
5,200 Metres,6,GINA BASS,GAM,22.71,women,-29
6,200 Metres,7,IVET LALOVA-COLLIO,BUL,22.77,women,-29
7,200 Metres,8,TYNIA GAITHER,BAH,22.90,women,-29
0,Discus Throw,1,ANTHONY WASHINGTON,USA,69.08,men,7
1,Discus Throw,2,JÜRGEN SCHULT,GER,68.18,men,7
2,Discus Throw,3,LARS RIEDEL,GER,68.09,men,7
3,Discus Throw,4,VIRGILIJUS ALEKNA,LTU,67.53,men,7
4,Discus Throw,5,VACLOVAS KIDYKAS,LTU,65.05,men,7
5,Discus Throw,6,MICHAEL MÖLLENBECK,GER,64.9,men,7
6,Discus Throw,7,VLADIMIR DUBROVSHCHIK,BLR,64.0,men,7
7,Discus Throw,8,ALEKSANDR BORICHEVSKIY,RUS,63.59,men,7
8,Discus Throw,9,SHAOJIE LI,CHN,63.22,men,7
9,Discus Throw,10,ALEKSANDER TAMMERT,EST,62.29,men,7
10,Discus Throw,11,RÓBERT FAZEKAS,HUN,61.71,men,7
0,Pole Vault,1,RAPHAEL HOLZDEPPE,GER,5.89,men,14
1,Pole Vault,2,RENAUD LAVILLENIE,FRA,5.89,men,14
2,Pole Vault,3,BJÖRN OTTO,GER,5.82,men,14
3,Pole Vault,4,BRAD WALKER,USA,5.82,men,14
4,Pole Vault,5,MALTE MOHR,GER,5.82,men,14
5,Pole Vault,6,SEITO YAMAMOTO,JPN,5.75,men,14
6,Pole Vault,7,JAN KUDLICKA,CZE,5.75,men,14
7,Pole Vault,8,SERGEY KUCHERYANU,RUS,5.65,men,14
8,Pole Vault,9,ALHAJI JENG,SWE,5.65,men,14
9,Pole Vault,10,KONSTANTINOS FILIPPIDIS,GRE,5.65,men,14
10,Pole Vault,11,AUGUSTO DUTRA,BRA,5.65,men,14
11,Pole Vault,12,CHANGRUI XUE,CHN,5.5,men,14
0,20 Kilometres,1,HONG LIU,CHN,1:28:10,Race Walk women,14
1,20 Kilometres,2,HUANHUAN SUN,CHN,1:28:32,Race Walk women,14
2,20 Kilometres,3,ELISA RIGAUDO,ITA,1:28:41,Race Walk women,14
3,20 Kilometres,4,BEATRIZ PASCUAL,ESP,1:29:00,Race Walk women,14
4,20 Kilometres,5,ANEŽKA DRAHOTOVÁ,CZE,1:29:05,Race Walk women,14
5,20 Kilometres,6,ANA CABECINHA,POR,1:29:17,Race Walk women,14
6,20 Kilometres,7,JÚLIA TAKÁCS,ESP,1:29:25,Race Walk women,14
7,20 Kilometres,8,ELEONORA ANNA GIORGI,ITA,1:30:01,Race Walk women,14
8,20 Kilometres,9,INÊS HENRIQUES,POR,1:30:28,Race Walk women,14
9,20 Kilometres,10,LYUDMILA OLYANOVSKA,UKR,1:30:48,Race Walk women,14
10,20 Kilometres,11,ANTONELLA PALMISANO,ITA,1:30:50,Race Walk women,14
11,20 Kilometres,12,MAYRA PÉREZ,GUA,1:30:59,Race Walk women,14
12,20 Kilometres,13,SHIJIE QIEYANG,CHN,1:31:15,Race Walk women,14
13,20 Kilometres,14,ANNA TERLYUKEVICH,BLR,1:31:16,Race Walk women,14
14,20 Kilometres,15,VERA SANTOS,POR,1:31:36,Race Walk women,14
15,20 Kilometres,16,LORENA LUACES,ESP,1:31:43,Race Walk women,14
16,20 Kilometres,17,BRIGITA VIRBALYTĖ,LTU,1:31:58,Race Walk women,14
17,20 Kilometres,18,KRISTINA SALTANOVIČ,LTU,1:32:11,Race Walk women,14
18,20 Kilometres,19,SANDRA LORENA ARENAS,COL,1:32:25,Race Walk women,14
19,20 Kilometres,20,AGNESE PASTARE,LAT,1:32:30,Race Walk women,14
20,20 Kilometres,21,NASTASSIA YATSEVICH,BLR,1:32:31,Race Walk women,14
21,20 Kilometres,22,YANELLI CABALLERO,MEX,1:32:37,Race Walk women,14
22,20 Kilometres,23,KUMI OTOSHI,JPN,1:32:44,Race Walk women,14
23,20 Kilometres,24,PAOLA PÉREZ,ECU,1:33:03,Race Walk women,14
24,20 Kilometres,25,MASUMI FUCHISE,JPN,1:33:13,Race Walk women,14
25,20 Kilometres,26,PAULINA BUZIAK,POL,1:33:30,Race Walk women,14
26,20 Kilometres,27,LAURA REYNOLDS,IRL,1:33:39,Race Walk women,14
27,20 Kilometres,28,ANTIGONI NTRISMPIOTI,GRE,1:33:42,Race Walk women,14
28,20 Kilometres,29,SANDRA VIVIANA GALVIS,COL,1:33:49,Race Walk women,14
29,20 Kilometres,30,MARIA MICHTA-COFFEY,USA,1:33:51,Race Walk women,14
30,20 Kilometres,31,KIMBERLY GARCÍA LEÓN,PER,1:33:57,Race Walk women,14
31,20 Kilometres,32,LAURA POLLI,SUI,1:34:07,Race Walk women,14
32,20 Kilometres,33,VIKTÓRIA MADARÁSZ,HUN,1:34:10,Race Walk women,14
33,20 Kilometres,34,GALINA YAKUSHEVA,KAZ,1:34:18,Race Walk women,14
34,20 Kilometres,35,KHUSHBIR KAUR,IND,1:34:28,Race Walk women,14
35,20 Kilometres,36,YEONGEUN JEON,KOR,1:34:29,Race Walk women,14
36,20 Kilometres,37,NERINGA AIDIETYTÉ,LTU,1:34:32,Race Walk women,14
37,20 Kilometres,38,ANITA KAŽEMAKA,LAT,1:34:37,Race Walk women,14
38,20 Kilometres,39,ERIN GRAY,USA,1:34:38,Race Walk women,14
39,20 Kilometres,40,AGNIESZKA DYGACZ,POL,1:34:42,Race Walk women,14
40,20 Kilometres,41,TANYA HOLLIDAY,AUS,1:35:18,Race Walk women,14
41,20 Kilometres,42,WENDY CORNEJO,BOL,1:36:06,Race Walk women,14
42,20 Kilometres,43,ANNE HALKIVAHA,FIN,1:36:17,Race Walk women,14
43,20 Kilometres,44,NGUYEN THI THANH PHUC,VIE,1:36:27,Race Walk women,14
44,20 Kilometres,45,MARIE POLLI,SUI,1:36:31,Race Walk women,14
45,20 Kilometres,46,ANGELA CASTRO,BOL,1:36:33,Race Walk women,14
46,20 Kilometres,47,MÁRIA KATERINKA CZAKOVÁ,SVK,1:36:34,Race Walk women,14
47,20 Kilometres,48,MÓNICA EQUIHUA,MEX,1:36:46,Race Walk women,14
48,20 Kilometres,49,KATARZYNA BURGHARDT,POL,1:36:54,Race Walk women,14
49,20 Kilometres,50,JESS ROTHWELL,AUS,1:38:03,Race Walk women,14
50,20 Kilometres,51,SHOLPAN KOZHAKHMETOVA,KAZ,1:38:09,Race Walk women,14
51,20 Kilometres,52,OLHA IAKOVENKO,UKR,1:39:58,Race Walk women,14
52,20 Kilometres,53,LUCIE PELANTOVÁ,CZE,1:40:23,Race Walk women,14
0,"10,000 Metres",1,DERARTU TULU,ETH,31:48.81,women,8
1,"10,000 Metres",2,BERHANE ADERE,ETH,31:48.85,women,8
2,"10,000 Metres",3,GETE WAMI,ETH,31:49.98,women,8
3,"10,000 Metres",4,PAULA RADCLIFFE,GBR,31:50.06,women,8
4,"10,000 Metres",5,MIHAELA MARIA PRUNDUS,ROU,32:03.46,women,8
5,"10,000 Metres",6,LYUDMILA PETROVA,RUS,32:04.94,women,8
6,"10,000 Metres",7,ASMAE LEGHZAOUI,MAR,32:06.35,women,8
7,"10,000 Metres",8,YAMNA OUBOUHOU,FRA,32:09.21,women,8
8,"10,000 Metres",9,HARUKO OKAMOTO,JPN,32:14.56,women,8
9,"10,000 Metres",10,LYUDMILA BIKTASHEVA,RUS,32:18.64,women,8
10,"10,000 Metres",11,DEENA KASTOR,USA,32:18.65,women,8
11,"10,000 Metres",12,OLIVERA JEVTIC,SCG,32:19.44,women,8
12,"10,000 Metres",13,MIZUKI NOGUCHI,JPN,32:19.94,women,8
13,"10,000 Metres",14,ASTER DEMISSIE,ETH,32:25.81,women,8
14,"10,000 Metres",15,TERESA RECIO,ESP,32:30.56,women,8
15,"10,000 Metres",16,HRISOSTOMÍA IAKÓVOU,GRE,32:31.46,women,8
16,"10,000 Metres",17,NATALIYA BERKUT,UKR,32:32.68,women,8
17,"10,000 Metres",18,GUNHILD HALLE-HAUGEN,NOR,32:33.72,women,8
18,"10,000 Metres",19,MARI OZAKI,JPN,32:39.17,women,8
19,"10,000 Metres",20,TINA CONNELLY,CAN,33:00.37,women,8
20,"10,000 Metres",21,ANA DIAS,POR,33:03.78,women,8
21,"10,000 Metres",22,JENNIFER RHINES,USA,33:11.22,women,8
22,"10,000 Metres",23,INGA JUODEŠKIENÉ,LTU,33:11.60,women,8
23,"10,000 Metres",24,MARÍA PAREDES,ECU,35:44.52,women,8
0,200 Metres,1,DEBBIE FERGUSON-MCKENZIE,BAH,22.52,women,8
1,200 Metres,2,LATASHA JENKINS,USA,22.85,women,8
2,200 Metres,3,CYDONIE MOTHERSILLE,CAY,22.88,women,8
3,200 Metres,4,JULIET CAMPBELL,JAM,22.99,women,8
4,200 Metres,5,ALENKA BIKAR,SLO,23.0,women,8
5,200 Metres,6,MYRIAM LÉONIE MANI,CMR,23.15,women,8
0,4x400 Metres,1,UNITED STATES,USA,3:19.02,Relay women,-31
1,4x400 Metres,2,GREAT BRITAIN & N.I.,GBR,3:25.00,Relay women,-31
2,4x400 Metres,3,POLAND,POL,3:25.41,Relay women,-31
3,4x400 Metres,4,FRANCE,FRA,3:26.56,Relay women,-31
4,4x400 Metres,5,NIGERIA,NGR,3:26.72,Relay women,-31
5,4x400 Metres,6,GERMANY,GER,3:27.45,Relay women,-31
6,4x400 Metres,7,BOTSWANA,BOT,3:28.00,Relay women,-31
0,Marathon,1,ABEL ANTÓN,ESP,2:13:16,men,6
1,Marathon,2,MARTÍN FIZ,ESP,2:13:21,men,6
2,Marathon,3,STEVE MONEGHETTI,AUS,2:14:16,men,6
3,Marathon,4,DANILO GOFFI,ITA,2:14:47,men,6
4,Marathon,5,LUÍZ ANTÔNIO DOS SANTOS,BRA,2:15:31,men,6
5,Marathon,6,FABIÁN RONCERO,ESP,2:16:53,men,6
6,Marathon,7,GIACOMO LEONE,ITA,2:17:16,men,6
7,Marathon,8,AZZEDDINE SAKHRI,ALG,2:17:44,men,6
8,Marathon,9,EDUARD TUKHBATULLIN,RUS,2:17:44,men,6
9,Marathon,10,ANTONIO RODRIGUES,POR,2:17:54,men,6
10,Marathon,11,PHILIPPE RÉMOND,FRA,2:18:19,men,6
11,Marathon,12,XOLILE YAWA,RSA,2:18:37,men,6
12,Marathon,13,DAVE SCUDAMORE,USA,2:18:41,men,6
13,Marathon,14,WILLY KALOMBO MWENZE,COD,2:19:18,men,6
14,Marathon,15,JOSÉ MANUEL GARCÍA,ESP,2:19:31,men,6
15,Marathon,16,BRUCE DEACON,CAN,2:20:29,men,6
16,Marathon,17,DAVE BUZZA,GBR,2:20:34,men,6
17,Marathon,18,JOSÉ LUIS MOLINA,CRC,2:20:55,men,6
18,Marathon,19,NIKÓLAOS POLIÁS,GRE,2:21:03,men,6
19,Marathon,20,EL MOSTAFA DAMAOUI,MAR,2:21:05,men,6
20,Marathon,21,AHMED HUSSEIN,ETH,2:21:08,men,6
21,Marathon,22,AKIRA MANAI,JPN,2:21:23,men,6
22,Marathon,23,VANDERLEI DE LIMA,BRA,2:21:48,men,6
23,Marathon,24,OMAR DAHER GHADID,DJI,2:21:57,men,6
24,Marathon,25,SHINJI KAWASHIMA,JPN,2:22:33,men,6
25,Marathon,26,SEUNG-DO BAEK,KOR,2:22:40,men,6
26,Marathon,27,SEAN QUILTY,AUS,2:23:10,men,6
27,Marathon,28,JOÃO LOPES,POR,2:23:15,men,6
28,Marathon,29,JEAN-PIERRE MONCIAUX,FRA,2:23:19,men,6
29,Marathon,30,FRANCESCO INGARGIOLA,ITA,2:23:30,men,6
30,Marathon,31,STÉPHANE FRANKE,GER,2:23:53,men,6
31,Marathon,32,KAREL DAVID,CZE,2:24:42,men,6
32,Marathon,33,ADAM MOTLAGALE,RSA,2:24:49,men,6
33,Marathon,34,KATSUHIKO HANADA,JPN,2:25:00,men,6
34,Marathon,35,MAX WENISCH,AUT,2:25:12,men,6
35,Marathon,36,OSMIRO SILVA,BRA,2:25:37,men,6
36,Marathon,37,ANTONIO CARLOS ZEFERINO,CPV,2:25:56,men,6
37,Marathon,38,DOMINIQUE CHAUVELIER,FRA,2:26:06,men,6
38,Marathon,39,ABNER CHIPU,RSA,2:26:06,men,6
39,Marathon,40,TAKAHIRO HATTORI,JPN,2:26:33,men,6
40,Marathon,41,VALDENOR DOS SANTOS,BRA,2:27:12,men,6
41,Marathon,42,GIRMA DABA,ETH,2:27:30,men,6
42,Marathon,43,SERGIO JIMENEZ,MEX,2:27:30,men,6
43,Marathon,44,PASCAL ZILLIOX,FRA,2:27:50,men,6
44,Marathon,45,KNUT HEGVOLD,NOR,2:27:54,men,6
45,Marathon,46,KLAUS PETER HANSEN,DEN,2:28:29,men,6
46,Marathon,47,TERJE NAESS,NOR,2:29:04,men,6
47,Marathon,48,PAVEL LOSKUTOV,EST,2:29:10,men,6
48,Marathon,49,JEAN-PAUL GAHIMBARÉ,BDI,2:30:56,men,6
49,Marathon,50,LUIS MARTÍNEZ,GUA,2:31:11,men,6
50,Marathon,51,GI-SHENG HSU,TPE,2:31:31,men,6
51,Marathon,52,WOLIYE JARA,ETH,2:31:44,men,6
52,Marathon,53,RAYMOND BOYD,AUS,2:32:07,men,6
53,Marathon,54,SID-ALI SAKHRI,ALG,2:34:26,men,6
54,Marathon,55,MOLATLHEGI SEGOBAETSO,BOT,2:34:47,men,6
55,Marathon,56,DAN HELD,USA,2:35:19,men,6
56,Marathon,57,EDER MORENO FIALHO,BRA,2:36:14,men,6
57,Marathon,58,KOJI SHIMIZU,JPN,2:37:11,men,6
58,Marathon,59,ASAF BIMRO,ISR,2:37:45,men,6
59,Marathon,60,MPAKELETSA SEPHALI,LES,2:38:37,men,6
60,Marathon,61,ISAAC SIMELANE,SWZ,2:40:32,men,6
61,Marathon,62,MARCO OCHOA,USA,2:44:21,men,6
62,Marathon,63,JON WARREN,USA,2:45:56,men,6
63,Marathon,64,MARCOS JUAREZ,GUA,2:55:14,men,6
64,Marathon,65,EMILIO VELASQUEZ,GUA,2:56:07,men,6
65,Marathon,66,SERGEY ZABAVSKI,TJK,3:02:49,men,6
66,Marathon,67,ALAIN NKULU NGOLE,COD,3:08:32,men,6
67,Marathon,68,AMNAAY ZEBEDAYO BAYO,TAN,3:11:19,men,6
68,Marathon,69,RODERIC DE HIGHDEN,AUS,3:13:44,men,6
69,Marathon,70,ERROL PETERS,GUY,3:14:30,men,6
0,4x400 Metres,1,GERMANY,GER,3:20.92,Relay women,6
1,4x400 Metres,2,UNITED STATES,USA,3:21.03,Relay women,6
2,4x400 Metres,3,JAMAICA,JAM,3:21.30,Relay women,6
3,4x400 Metres,4,RUSSIA,RUS,3:21.57,Relay women,6
4,4x400 Metres,5,CZECH REPUBLIC,CZE,3:23.73,Relay women,6
5,4x400 Metres,6,GREAT BRITAIN & N.I.,GBR,3:26.27,Relay women,6
6,4x400 Metres,7,NIGERIA,NGR,3:30.04,Relay women,6
7,4x400 Metres,8,ITALY,ITA,3:30.63,Relay women,6
0,100 Metres,1,GAIL DEVERS,USA,10.82,women,4
1,100 Metres,2,MERLENE OTTEY,JAM,10.82,women,4
2,100 Metres,3,GWEN TORRENCE,USA,10.89,women,4
3,100 Metres,4,IRINA PRIVALOVA,RUS,10.96,women,4
4,100 Metres,5,MARY ONYALI-OMAGBEMI,NGR,11.05,women,4
5,100 Metres,6,NATALYA POMOSHCHNIKOVA-VORONOVA,RUS,11.20,women,4
6,100 Metres,7,NICOLE MITCHELL,JAM,11.20,women,4
7,100 Metres,8,LILIANA ALLEN,CUB,11.23,women,4
0,Long Jump,1,JACKIE JOYNER-KERSEE,USA,7.36,women,2
1,Long Jump,2,YELENA BELEVSKAYA,URS,7.14,women,2
2,Long Jump,3,HEIKE DRECHSLER,GDR,7.13,women,2
3,Long Jump,4,HELGA RADTKE,GDR,7.01,women,2
4,Long Jump,5,GALINA CHISTYAKOVA,URS,6.99,women,2
5,Long Jump,6,IRINA VALYUKEVICH,URS,6.89,women,2
6,Long Jump,7,JENNIFER INNIS,USA,6.8,women,2
7,Long Jump,8,NICOLE BOEGMAN,AUS,6.63,women,2
8,Long Jump,9,LJUDMILA NINOVA-RUDOLL,BUL,6.5,women,2
9,Long Jump,10,SYLVIA KHRISTOVA-MONEVA,BUL,6.45,women,2
10,Long Jump,11,SHEILA ECHOLS,USA,6.39,women,2
11,Long Jump,12,LENE DEMSITZ,DEN,6.11,women,2
0,1500 Metres,1,ABDI BILE,SOM,3:36.80,men,2
1,1500 Metres,2,JOSÉ LUÍS GONZALEZ,ESP,3:38.03,men,2
2,1500 Metres,3,JIM SPIVEY,USA,3:38.82,men,2
3,1500 Metres,4,JOSEPH  CHESIRE,KEN,3:39.36,men,2
4,1500 Metres,5,OMER KHALIFA,SUD,3:39.81,men,2
5,1500 Metres,6,JENS-PETER HEROLD,GDR,3:40.14,men,2
6,1500 Metres,7,MICHAEL HILLARDT,AUS,3:40.23,men,2
7,1500 Metres,8,STEVE CRAM,GBR,3:41.19,men,2
8,1500 Metres,9,HAN KULKER,NED,3:42.16,men,2
9,1500 Metres,10,RÉMY GEOFFROY,FRA,3:43.03,men,2
10,1500 Metres,11,KIPKOECH CHERUIYOT,KEN,3:44.54,men,2
11,1500 Metres,12,STEVE SCOTT,USA,3:45.92,men,2
0,Javelin Throw,1,FATIMA WHITBREAD,GBR,76.64,women,2
1,Javelin Throw,2,PETRA FELKE-MEIER,GDR,71.76,women,2
2,Javelin Throw,3,BEATE PETERS,FRG,68.82,women,2
3,Javelin Throw,4,TESSA SANDERSON,GBR,67.54,women,2
4,Javelin Throw,5,SUSANNE JUNG,GDR,67.46,women,2
5,Javelin Throw,6,TIINA LILLAK,FIN,66.82,women,2
6,Javelin Throw,7,NATALYA YERMOLOVICH,URS,65.52,women,2
7,Javelin Throw,8,IVONNE LEAL,CUB,64.9,women,2
8,Javelin Throw,9,INGRID THYSSEN,FRG,64.12,women,2
9,Javelin Throw,10,MANUELA ALIZADEH,FRG,63.4,women,2
10,Javelin Throw,11,KATALIN HARTAI,HUN,60.88,women,2
11,Javelin Throw,12,IRINA KOSTYUCHENKOVA,URS,60.6,women,2
0,4x100 Metres,1,UNITED STATES,USA,41.58,Relay women,2
1,4x100 Metres,2,GERMAN DEMOCRATIC REPUBLIC,GDR,41.95,Relay women,2
2,4x100 Metres,3,USSR,URS,42.33,Relay women,2
3,4x100 Metres,4,BULGARIA,BUL,42.71,Relay women,2
4,4x100 Metres,5,FEDERAL REPUBLIC GERMANY,FRG,43.20,Relay women,2
5,4x100 Metres,6,CANADA,CAN,43.26,Relay women,2
6,4x100 Metres,7,CUBA,CUB,43.66,Relay women,2
7,4x100 Metres,8,FRANCE,FRA,43.75,Relay women,2
0,5000 Metres,1,SAÏD AOUITA,MAR,13:26.44,men,2
1,5000 Metres,2,DOMINGOS CASTRO,POR,13:27.59,men,2
2,5000 Metres,3,JACK BUCKNER,GBR,13:27.74,men,2
3,5000 Metres,4,PIERRE DÉLÈZE,SUI,13:28.06,men,2
4,5000 Metres,5,VINCENT ROUSSEAU,BEL,13:28.56,men,2
5,5000 Metres,6,EVGENI IGNATOV,BUL,13:29.68,men,2
6,5000 Metres,7,TIM HUTCHINGS,GBR,13:30.01,men,2
7,5000 Metres,8,DIONISIO CASTRO,POR,13:30.94,men,2
8,5000 Metres,9,FRANK O'MARA,IRL,13:32.04,men,2
9,5000 Metres,10,STEVE OVETT,GBR,13:33.49,men,2
10,5000 Metres,11,SYDNEY MAREE,USA,13:33.78,men,2
11,5000 Metres,12,JOHN NGUGI,KEN,13:34.04,men,2
12,5000 Metres,13,JOHN TREACY,IRL,13:41.03,men,2
13,5000 Metres,14,ABEL ANTÓN,ESP,13:43.58,men,2
14,5000 Metres,15,CAREY NELSON,CAN,13:43.81,men,2
0,100 Metres,1,GINKA ZAGORCHEVA,BUL,12.34,Hurdles women,2
1,100 Metres,2,GLORIA SIEBERT,GDR,12.44,Hurdles women,2
2,100 Metres,3,CORNELIA OSCHKENAT,GDR,12.46,Hurdles women,2
3,100 Metres,4,YORDANKA DONKOVA,BUL,12.49,Hurdles women,2
4,100 Metres,5,ANNE PIQUEREAU,FRA,12.82,Hurdles women,2
5,100 Metres,6,LAURENCE ELLOY-MACHABEY,FRA,12.83,Hurdles women,2
6,100 Metres,7,CLAUDIA ZACZKIEWICZ,FRG,12.98,Hurdles women,2
7,100 Metres,8,LAVONNA MARTIN-FLOREAL,USA,13.06,Hurdles women,2
0,4x100 Metres,1,CANADA,CAN,37.86,Relay men,6
1,4x100 Metres,2,NIGERIA,NGR,38.07,Relay men,6
2,4x100 Metres,3,GREAT BRITAIN & N.I.,GBR,38.14,Relay men,6
3,4x100 Metres,4,CUBA,CUB,38.15,Relay men,6
4,4x100 Metres,5,GHANA,GHA,38.26,Relay men,6
5,4x100 Metres,6,BRAZIL,BRA,38.48,Relay men,6
6,4x100 Metres,7,SPAIN,ESP,38.72,Relay men,6
0,5000 Metres,1,ISMAEL KIRUI,KEN,13:02.75,men,4
1,5000 Metres,2,HAILE GEBRSELASSIE,ETH,13:03.17,men,4
2,5000 Metres,3,FITA BAYISA,ETH,13:05.40,men,4
3,5000 Metres,4,WORKU BIKILA,ETH,13:06.64,men,4
4,5000 Metres,5,KHALID SKAH,MAR,13:07.18,men,4
5,5000 Metres,6,BRAHIM JABBOUR,MAR,13:18.87,men,4
6,5000 Metres,7,ALOŸS NIZIGAMA,BDI,13:20.59,men,4
7,5000 Metres,8,PAUL BITOK,KEN,13:23.41,men,4
8,5000 Metres,9,ROBERT DENMARK,GBR,13:27.09,men,4
9,5000 Metres,10,MATHIAS NTAWULIKURA,RWA,13:28.58,men,4
10,5000 Metres,11,ABEL ANTÓN,ESP,13:40.21,men,4
11,5000 Metres,12,JONNY DANIELSON,SWE,13:40.59,men,4
12,5000 Metres,13,ZOLTÁN KÁLDY,HUN,13:43.02,men,4
13,5000 Metres,14,MICHAEL CHESIRE,KEN,13:44.11,men,4
0,1500 Metres,1,ELIJAH MOTONEI MANANGOI,KEN,3:33.61,men,-31
1,1500 Metres,2,TIMOTHY CHERUIYOT,KEN,3:33.99,men,-31
2,1500 Metres,3,FILIP INGEBRIGTSEN,NOR,3:34.53,men,-31
3,1500 Metres,4,ADEL MECHAAL,ESP,3:34.71,men,-31
4,1500 Metres,5,JAKUB HOLUŠA,CZE,3:34.89,men,-31
