,event,position,athelete,country,mark,sex,event_number
3,High Jump,4,STEINAR HOEN,NOR,2.32,men,6
4,High Jump,4,DALTON GRANT,GBR,2.32,men,6
5,High Jump,6,LÁBROS PAPAKÓSTAS,GRE,2.32,men,6
6,High Jump,7,KONSTANTIN MATUSEVICH,ISR,2.29,men,6
7,High Jump,8,JIN-TAEK LEE,KOR,2.29,men,6
8,High Jump,9,MARTIN BUSS,GER,2.29,men,6
9,High Jump,10,GILMAR MAYO,COL,2.29,men,6
10,High Jump,11,SERGEY KLYUGIN,RUS,2.29,men,6
11,High Jump,12,JAN JANKU,CZE,2.25,men,6
0,400 Metres,1,STÉPHANE DIAGANA,FRA,47.70,Hurdles men,6
1,400 Metres,2,LLEWELLYN HERBERT,RSA,47.86,Hurdles men,6
2,400 Metres,3,BRYAN BRONSON,USA,47.88,Hurdles men,6
3,400 Metres,4,FABRIZIO MORI,ITA,48.05,Hurdles men,6
4,400 Metres,5,SAMUEL MATETE,ZAM,48.11,Hurdles men,6
5,400 Metres,6,RUSLAN MASHCHENKO,RUS,48.62,Hurdles men,6
6,400 Metres,7,DINSDALE MORGAN,JAM,49.06,Hurdles men,6
7,400 Metres,8,JIRÍ MUŽÍK,CZE,49.51,Hurdles men,6
0,Discus Throw,1,DANI STEVENS,AUS,65.44,women,12
1,Discus Throw,2,YARELYS BARRIOS,CUB,65.31,women,12
2,Discus Throw,3,NICOLETA GRASU,ROU,65.2,women,12
3,Discus Throw,4,ZANETA GLANC,POL,62.66,women,12
4,Discus Throw,5,AIMIN SONG,CHN,62.42,women,12
5,Discus Throw,6,NADINE MÜLLER,GER,62.04,women,12
6,Discus Throw,7,NATALYA SADOVA,RUS,61.78,women,12
7,Discus Throw,8,MÉLINA ROBERT-MICHON,FRA,60.92,women,12
8,Discus Throw,9,SANDRA PERKOVIĆ,CRO,60.77,women,12
9,Discus Throw,10,ARETHA THURMOND,USA,59.89,women,12
10,Discus Throw,11,XUEJUN MA,CHN,58.79,women,12
11,Discus Throw,12,STEPHANIE BROWN TRAFTON,USA,58.53,women,12
0,Javelin Throw,1,STEFFI NERIUS,GER,67.3,women,12
1,Javelin Throw,2,BARBORA ŠPOTÁKOVÁ,CZE,66.42,women,12
2,Javelin Throw,3,MONICA STOIAN,ROU,64.51,women,12
3,Javelin Throw,4,CHRISTINA OBERGFÖLL,GER,64.34,women,12
4,Javelin Throw,5,LINDA STAHL,GER,63.23,women,12
5,Javelin Throw,6,OLISDEILYS MENÉNDEZ,CUB,63.11,women,12
6,Javelin Throw,7,SÁVVA LÍKA,GRE,60.29,women,12
7,Javelin Throw,8,VERA MARKARYAN,UKR,58.25,women,12
8,Javelin Throw,9,MARIA NICOLETA NEGOITA,ROU,57.65,women,12
9,Javelin Throw,10,MARTINA RATEJ,SLO,57.57,women,12
10,Javelin Throw,11,RACHEL YURKOVICH,USA,51.15,women,12
0,400 Metres,1,SANYA RICHARDS-ROSS,USA,49.00,women,12
1,400 Metres,2,SHERICKA WILLIAMS,JAM,49.32,women,12
2,400 Metres,3,ANTONINA KRIVOSHAPKA,RUS,49.71,women,12
3,400 Metres,4,NOVLENE WILLIAMS-MILLS,JAM,49.77,women,12
4,400 Metres,5,CHRISTINE OHURUOGU,GBR,50.21,women,12
5,400 Metres,6,DEBBIE DUNN,USA,50.35,women,12
6,400 Metres,7,AMANTLE MONTSHO,BOT,50.65,women,12
0,200 Metres,1,ALLYSON FELIX,USA,22.02,women,12
1,200 Metres,2,VERONICA CAMPBELL-BROWN,JAM,22.35,women,12
2,200 Metres,3,DEBBIE FERGUSON-MCKENZIE,BAH,22.41,women,12
3,200 Metres,4,MUNA LEE,USA,22.48,women,12
4,200 Metres,5,ANNEISHA MCLAUGHLIN-WHILBY,JAM,22.62,women,12
5,200 Metres,6,SIMONE FACEY,JAM,22.8,women,12
6,200 Metres,7,EMILY FREEMAN,GBR,22.98,women,12
7,200 Metres,8,ELENI ARTYMATA,CYP,23.05,women,12
0,400 Metres,1,CATHY FREEMAN,AUS,49.77,women,6
1,400 Metres,2,SANDIE RICHARDS,JAM,49.79,women,6
2,400 Metres,3,JEARL MILES CLARK,USA,49.90,women,6
3,400 Metres,4,GRIT BREUER,GER,50.06,women,6
4,400 Metres,5,FALILAT OGUNKOYA,NGR,50.27,women,6
5,400 Metres,6,HELENA FUCHSOVÁ,CZE,50.66,women,6
6,400 Metres,7,PAULINE DAVIS-THOMPSON,BAH,50.68,women,6
7,400 Metres,8,TATYANA ALEKSEYEVA,RUS,51.37,women,6
0,800 Metres,1,PAUL RUTO,KEN,1:44.71,men,4
1,800 Metres,2,GIUSEPPE D'URSO,ITA,1:44.86,men,4
2,800 Metres,3,BILLY KONCHELLAH,KEN,1:44.89,men,4
3,800 Metres,4,CURTIS ROBB,GBR,1:45.54,men,4
4,800 Metres,5,HEZEKIÉL SEPENG,RSA,1:45.64,men,4
5,800 Metres,6,FREDDIE WILLIAMS,CAN,1:45.79,men,4
6,800 Metres,7,WILLIAM TANUI,KEN,1:45.80,men,4
7,800 Metres,8,TOM MCKEAN,GBR,1:46.17,men,4
0,400 Metres,1,MICHAEL JOHNSON,USA,44.12,men,6
1,400 Metres,2,DAVIS KAMOGA,UGA,44.37,men,6
2,400 Metres,3,TYREE WASHINGTON,USA,44.39,men,6
3,400 Metres,4,MARK RICHARDSON,GBR,44.47,men,6
4,400 Metres,5,JEROME YOUNG,USA,44.51,men,6
5,400 Metres,6,IWAN THOMAS,GBR,44.52,men,6
6,400 Metres,7,JAMIE BAULCH,GBR,45.22,men,6
0,"10,000 Metres",1,ANNA RITA SIDOTI,ITA,42:55.49,Race Walk women,6
1,"10,000 Metres",2,OLGA KARDOPOLTSEVA,BLR,43:30.20,Race Walk women,6
2,"10,000 Metres",3,VALENTINA TSYBULSKAYA,BLR,43:49.24,Race Walk women,6
3,"10,000 Metres",4,HONGYU LIU,CHN,43:56.86,Race Walk women,6
4,"10,000 Metres",5,ERICA ALFRIDI,ITA,43:59.73,Race Walk women,6
5,"10,000 Metres",6,ANIKÓ SZEBENSZKY,HUN,44:14.94,Race Walk women,6
6,"10,000 Metres",7,YAN GU,CHN,44:24.17,Race Walk women,6
7,"10,000 Metres",8,ANITA LIEPINA,LAT,45:00.56,Race Walk women,6
8,"10,000 Metres",9,YELENA NIKOLAYEVA,RUS,45:01.90,Race Walk women,6
9,"10,000 Metres",10,ELISABETTA PERRONE,ITA,45:16.64,Race Walk women,6
10,"10,000 Metres",11,MÁRIA ROSZA-URBANIK,HUN,45:36.57,Race Walk women,6
11,"10,000 Metres",12,YAN WANG,CHN,46:21.69,Race Walk women,6
12,"10,000 Metres",13,SVETLANA TOLSTAYA,KAZ,47:09.51,Race Walk women,6
13,"10,000 Metres",14,YUKA MITSUMORI,JPN,47:24.22,Race Walk women,6
0,"10,000 Metres",1,JUNXIA WANG,CHN,30:49.30,women,4
1,"10,000 Metres",2,HUANDI ZHONG,CHN,31:12.55,women,4
2,"10,000 Metres",3,SALLY BARSOSIO,KEN,31:15.38,women,4
3,"10,000 Metres",4,TEGLA LOROUPE,KEN,31:29.91,women,4
4,"10,000 Metres",5,LYNN JENNINGS,USA,31:30.53,women,4
5,"10,000 Metres",6,CONCEIÇÃO FERREIRA,POR,31:30.60,women,4
6,"10,000 Metres",7,ALBERTINA DIAS,POR,31:33.03,women,4
7,"10,000 Metres",8,ANNE MARIE LETKO-LAUCK,USA,31:37.26,women,4
8,"10,000 Metres",9,UTA PIPPIG,GER,31:39.97,women,4
9,"10,000 Metres",10,FERNANDA RIBEIRO,POR,31:40.51,women,4
10,"10,000 Metres",11,CARMEN DE OLIVEIRA,BRA,31:47.76,women,4
11,"10,000 Metres",12,MARIA GUIDA,ITA,32:15.34,women,4
12,"10,000 Metres",13,KATHRIN WESSEL,GER,32:27.38,women,4
13,"10,000 Metres",14,OLGA APPELL,MEX,32:32.51,women,4
14,"10,000 Metres",15,NAOMI YOSHIDA,JPN,32:35.44,women,4
15,"10,000 Metres",16,IULIA OLTEANU,ROU,32:40.61,women,4
16,"10,000 Metres",17,IZUMI MAKI,JPN,32:53.41,women,4
17,"10,000 Metres",18,ROSARIO MURCIA,FRA,32:54.65,women,4
18,"10,000 Metres",19,SUZANA CIRIC,SCG,33:26.72,women,4
19,"10,000 Metres",20,MARÍA ISABEL JUÁREZ,MEX,33:28.47,women,4
20,"10,000 Metres",21,ELAINE VAN BLUNK,USA,33:42.85,women,4
21,"10,000 Metres",22,GITTE KARLSHØJ,DEN,33:58.58,women,4
0,4x100 Metres,1,UNITED STATES,USA,41.14,Relay women,-26
1,4x100 Metres,2,JAMAICA,JAM,41.18,Relay women,-26
2,4x100 Metres,3,GERMANY,GER,42.03,Relay women,-26
3,4x100 Metres,4,NIGERIA,NGR,42.22,Relay women,-26
4,4x100 Metres,5,SPAIN,ESP,42.58,Relay women,-26
5,4x100 Metres,6,GREAT BRITAIN & NI,GBR,42.75,Relay women,-26
6,4x100 Metres,7,SWITZERLAND,SUI,42.81,Relay women,-26
7,4x100 Metres,8,ITALY,ITA,42.92,Relay women,-26
0,4x100 Metres,1,GERMANY,GER,42.32,Relay women,8
1,4x100 Metres,2,FRANCE,FRA,42.39,Relay women,8
2,4x100 Metres,3,JAMAICA,JAM,42.40,Relay women,8
3,4x100 Metres,4,NIGERIA,NGR,42.52,Relay women,8
4,4x100 Metres,5,GREAT BRITAIN & N.I.,GBR,42.60,Relay women,8
5,4x100 Metres,6,GREECE,GRE,43.25,Relay women,8
6,4x100 Metres,7,RUSSIA,RUS,43.58,Relay women,8
0,100 Metres,1,MAURICE GREENE,USA,9.82,men,8
1,100 Metres,2,BERNARD WILLIAMS,USA,9.94,men,8
2,100 Metres,3,ATO BOLDON,TTO,9.98,men,8
3,100 Metres,4,DWAIN CHAMBERS,GBR,9.99,men,8
4,100 Metres,5,KIM COLLINS,SKN,10.07,men,8
5,100 Metres,6,CHRISTIAN MALCOLM,GBR,10.11,men,8
6,100 Metres,7,AZIZ ZAKARI,GHA,10.24,men,8
0,Shot Put,1,JOE KOVACS,USA,21.93,men,15
1,Shot Put,2,DAVID STORL,GER,21.74,men,15
2,Shot Put,3,O'DAYNE RICHARDS,JAM,21.69,men,15
3,Shot Put,4,TOMAS WALSH,NZL,21.58,men,15
4,Shot Put,5,REESE HOFFA,USA,21.0,men,15
5,Shot Put,6,TOMASZ MAJEWSKI,POL,20.82,men,15
6,Shot Put,7,ASMIR KOLAŠINAC,SRB,20.71,men,15
7,Shot Put,8,JACKO GILL,NZL,20.11,men,15
8,Shot Put,9,GERMÁN LAURO,ARG,19.7,men,15
9,Shot Put,10,JAN MARCELL,CZE,19.69,men,15
10,Shot Put,11,INDERJEET SINGH,IND,19.52,men,15
0,200m Wheelchair,1,DAVID WEIR,GBR,25.47,men,10
1,200m Wheelchair,2,KENNY VAN WEEGHEL,NED,25.8,men,10
2,200m Wheelchair,3,SUPACHAI KOYSUB,THA,26.03,men,10
3,200m Wheelchair,4,LEO-PEKKA TAHTI,FIN,26.06,men,10
4,200m Wheelchair,5,YOSHIFUMI NAGAO,JPN,26.32,men,10
5,200m Wheelchair,6,SEBASTIAN CLEEM,GER,26.63,men,10
6,200m Wheelchair,7,JEFFREY ADAMS,CAN,26.75,men,10
7,200m Wheelchair,8,COLIN MATHIESON,CAN,26.91,men,10
0,"10,000 Metres",1,ALBERTO COVA,ITA,28:01.04,men,1
1,"10,000 Metres",2,WERNER SCHILDHAUER,GDR,28:01.18,men,1
2,"10,000 Metres",3,HANSJÖRG KUNZE,GDR,28:01.26,men,1
3,"10,000 Metres",4,MARTTI VAINIO,FIN,28:01.37,men,1
4,"10,000 Metres",5,GIDAMIS SHAHANGA,TAN,28:01.93,men,1
5,"10,000 Metres",6,CARLOS LOPES,POR,28:06.78,men,1
6,"10,000 Metres",7,NICK ROSE,GBR,28:07.53,men,1
7,"10,000 Metres",8,CHRISTOPH HERLE,FRG,28:09.05,men,1
8,"10,000 Metres",9,MOHAMED KEDIR,ETH,28:09.92,men,1
9,"10,000 Metres",10,BEKELE DEBELE,ETH,28:11.13,men,1
10,"10,000 Metres",11,ANTÓNIO PRIETO,ESP,28:11.57,men,1
11,"10,000 Metres",12,STEVE JONES,GBR,28:15.03,men,1
12,"10,000 Metres",13,MARK NENOW,USA,28:17.28,men,1
13,"10,000 Metres",14,FERNANDO MAMEDE,POR,28:18.39,men,1
14,"10,000 Metres",15,BILL MCCHESNEY,USA,28:34.46,men,1
15,"10,000 Metres",16,JOSÉ GOMEZ,MEX,28:42.61,men,1
16,"10,000 Metres",17,ALBERTO SALAZAR,USA,28:48.42,men,1
0,400 Metres,1,ZUZANA HEJNOVÁ,CZE,53.50,Hurdles women,15
1,400 Metres,2,SHAMIER LITTLE,USA,53.94,Hurdles women,15
2,400 Metres,3,CASSANDRA TATE,USA,54.02,Hurdles women,15
3,400 Metres,4,SARA SLOTT PETERSEN,DEN,54.20,Hurdles women,15
4,400 Metres,5,JANIEVE RUSSELL,JAM,54.64,Hurdles women,15
5,400 Metres,6,EILIDH DOYLE,GBR,54.78,Hurdles women,15
6,400 Metres,7,WENDA NEL,RSA,54.94,Hurdles women,15
7,400 Metres,8,KALIESE SPENCER,JAM,55.47,Hurdles women,15
0,400m Masters,1,SARAH LOUISE READ CAYTON,GBR,1:00.05,women,15
1,400m Masters,2,VIRGINIA CORINNE MITCHELL,GBR,1:00.81,women,15
2,400m Masters,3,ELIZABETH GAIL WILSON,NZL,1:02.54,women,15
3,400m Masters,4,JULIE ANNE FORSTER,AUS,1:02.86,women,15
4,400m Masters,5,RENEE HENDERSON,USA,1:03.88,women,15
5,400m Masters,6,GIANNA MOGENTALE,AUS,1:04.96,women,15
6,400m Masters,7,YUKIKO USUI,JPN,1:05.34,women,15
7,400m Masters,8,MAYKA EMMI GAROGLIO,ARG,1:06.10,women,15
8,400m Masters,9,XIUJU GUO,CHN,1:10.51,women,15
0,Pole Vault,1,ELENA ISINBAEVA,RUS,5.01,women,10
1,Pole Vault,2,MONIKA PYREK,POL,4.6,women,10
2,Pole Vault,3,PAVLA RYBOVÁ,CZE,4.5,women,10
3,Pole Vault,4,TATYANA POLNOVA,RUS,4.5,women,10
4,Pole Vault,5,SHUYING GAO,CHN,4.5,women,10
5,Pole Vault,6,DANA ELLIS,CAN,4.35,women,10
6,Pole Vault,6,ANNA ROGOWSKA,POL,4.35,women,10
7,Pole Vault,8,VANESSA BOSLAK,FRA,4.35,women,10
8,Pole Vault,9,NAROA AGIRRE,ESP,4.35,women,10
9,Pole Vault,10,CAROLIN HINGST,GER,4.35,women,10
10,Pole Vault,11,JILLIAN SCHWARTZ,USA,4.2,women,10
11,Pole Vault,12,TATIANA GRIGORIEVA,AUS,4.0,women,10
0,4x400 Metres,1,UNITED STATES,USA,2:57.82,Relay men,15
1,4x400 Metres,2,TRINIDAD AND TOBAGO,TTO,2:58.20,Relay men,15
2,4x400 Metres,3,GREAT BRITAIN & N.I.,GBR,2:58.51,Relay men,15
3,4x400 Metres,4,JAMAICA,JAM,2:58.51,Relay men,15
4,4x400 Metres,5,BELGIUM,BEL,3:00.24,Relay men,15
5,4x400 Metres,6,FRANCE,FRA,3:00.65,Relay men,15
6,4x400 Metres,7,CUBA,CUB,3:03.05,Relay men,15
7,4x400 Metres,8,RUSSIA,RUS,3:03.05,Relay men,15
0,5000 Metres,1,MO FARAH,GBR,13:23.36,men,13
1,5000 Metres,2,BERNARD LAGAT,USA,13:23.64,men,13
2,5000 Metres,3,DEJEN GEBREMESKEL,ETH,13:23.92,men,13
3,5000 Metres,4,ISIAH KIPLANGAT KOECH,KEN,13:24.95,men,13
4,5000 Metres,5,ABERA KUMA,ETH,13:25.50,men,13
5,5000 Metres,6,THOMAS PKEMEI LONGOSIWA,KEN,13:26.73,men,13
6,5000 Metres,7,ELIUD KIPCHOGE,KEN,13:27.27,men,13
7,5000 Metres,8,BILISUMA SHUGI,BRN,13:27.67,men,13
8,5000 Metres,9,GALEN RUPP,USA,13:28.64,men,13
9,5000 Metres,10,DANIELE MEUCCI,ITA,13:29.11,men,13
10,5000 Metres,11,AMANUEL MESEL,ERI,13:33.99,men,13
11,5000 Metres,12,JESÚS ESPAÑA,ESP,13:33.99,men,13
12,5000 Metres,13,ALISTAIR IAN CRAGG,IRL,13:45.33,men,13
13,5000 Metres,14,JAKE ROBERTSON,NZL,14:03.09,men,13
0,4x400 Metres,1,POLAND,POL,2:58.91,Relay men,7
1,4x400 Metres,2,JAMAICA,JAM,2:59.34,Relay men,7
2,4x400 Metres,3,SOUTH AFRICA,RSA,3:00.20,Relay men,7
3,4x400 Metres,4,FRANCE,FRA,3:00.59,Relay men,7
4,4x400 Metres,5,RUSSIA,RUS,3:00.98,Relay men,7
5,4x400 Metres,6,BAHAMAS,BAH,3:02.74,Relay men,7
6,4x400 Metres,7,SENEGAL,SEN,3:03.80,Relay men,7
0,3000 Metres,1,SAIF SAAEED SHAHEEN,QAT,8:13.31,Steeplechase men,10
1,3000 Metres,2,EZEKIEL KEMBOI,KEN,8:14.95,Steeplechase men,10
2,3000 Metres,3,BRIMIN KIPROP KIPRUTO,KEN,8:15.30,Steeplechase men,10
3,3000 Metres,4,BRAHIM BOULAMI,MAR,8:15.32,Steeplechase men,10
4,3000 Metres,5,SIMON VROEMEN,NED,8:16.76,Steeplechase men,10
5,3000 Metres,6,ANTONIO DAVID JIMÉNEZ,ESP,8:17.69,Steeplechase men,10
6,3000 Metres,7,PAUL KIPSIELE KOECH,KEN,8:19.14,Steeplechase men,10
7,3000 Metres,8,BOUABDELLAH TAHRI,FRA,8:19.96,Steeplechase men,10
8,3000 Metres,9,MUSA AMER OBAID,QAT,8:20.22,Steeplechase men,10
9,3000 Metres,10,MUSTAFA MOHAMED,SWE,8:20.26,Steeplechase men,10
10,3000 Metres,11,LUIS MIGUEL MARTÍN,ESP,8:22.13,Steeplechase men,10
11,3000 Metres,12,GÜNTHER WEIDLINGER,AUT,8:22.84,Steeplechase men,10
12,3000 Metres,13,DANIEL LINCOLN,USA,8:23.89,Steeplechase men,10
13,3000 Metres,14,JOSÉ LUIS BLANCO,ESP,8:24.62,Steeplechase men,10
14,3000 Metres,15,TAREQ MUBARAK TAHER,BRN,8:37.62,Steeplechase men,10
0,Long Jump,1,TAJAY GAYLE,JAM,8.69,men,-29
1,Long Jump,2,JEFF HENDERSON,USA,8.39,men,-29
2,Long Jump,3,JUAN MIGUEL ECHEVARRÍA,CUB,8.34,men,-29
3,Long Jump,4,LUVO MANYONGA,RSA,8.28,men,-29
4,Long Jump,5,RUSWAHL SAMAAI,RSA,8.23,men,-29
5,Long Jump,6,JIANAN WANG,CHN,8.2,men,-29
6,Long Jump,7,EUSEBIO CÁCERES,ESP,8.01,men,-29
7,Long Jump,8,YUKI HASHIOKA,JPN,7.97,men,-29
8,Long Jump,9,THOBIAS MONTLER,SWE,7.96,men,-29
9,Long Jump,10,MILTIADIS TENTOGLOU,GRE,7.79,men,-29
10,Long Jump,11,SHOUTAROU SHIROYAMA,JPN,7.77,men,-29
0,200 Metres,1,NOAH LYLES,USA,19.31,men,-26
1,200 Metres,2,KENNETH BEDNAREK,USA,19.77,men,-26
2,200 Metres,3,ERRIYON KNIGHTON,USA,19.80,men,-26
3,200 Metres,4,JOSEPH FAHNBULLEH,LBR,19.84,men,-26
4,200 Metres,5,ALEXANDER OGANDO,DOM,19.93,men,-26
5,200 Metres,6,JEREEM RICHARDS,TTO,20.08,men,-26
6,200 Metres,7,AARON BROWN,CAN,20.18,men,-26
7,200 Metres,8,LUXOLO ADAMS,RSA,20.47,men,-26
0,Discus Throw,1,KRISTJAN ČEH,SLO,71.13,men,-26
1,Discus Throw,2,MYKOLAS ALEKNA,LTU,69.27,men,-26
2,Discus Throw,3,ANDRIUS GUDŽIUS,LTU,67.55,men,-26
3,Discus Throw,4,DANIEL STÅHL,SWE,67.1,men,-26
4,Discus Throw,5,SIMON PETTERSSON,SWE,67.0,men,-26
5,Discus Throw,6,MATTHEW DENNY,AUS,66.47,men,-26
6,Discus Throw,7,ALIN ALEXANDRU FIRFIRICA,ROU,65.57,men,-26
7,Discus Throw,8,ALEX ROSE,SAM,65.57,men,-26
8,Discus Throw,9,FEDRICK DACRES,JAM,64.85,men,-26
9,Discus Throw,10,LUKAS WEISSHAIDINGER,AUT,63.98,men,-26
10,Discus Throw,11,SAM MATTIS,USA,63.19,men,-26
11,Discus Throw,12,TRAVES SMIKLE,JAM,62.23,men,-26
0,Long Jump,1,IVÁN PEDROSO,CUB,8.7,men,5
1,Long Jump,2,JAMES BECKFORD,JAM,8.3,men,5
2,Long Jump,3,MIKE POWELL,USA,8.29,men,5
3,Long Jump,4,GEORG ACKERMANN,GER,8.14,men,5
4,Long Jump,5,BOGDAN TUDOR,ROU,8.01,men,5
5,Long Jump,6,KONSTADÍNOS KOUKODÍMOS,GRE,8.0,men,5
6,Long Jump,7,GENG HUANG,CHN,7.94,men,5
7,Long Jump,8,IVAYLO MLADENOV,BUL,7.93,men,5
8,Long Jump,9,ANDREY IGNATOV,RUS,7.93,men,5
9,Long Jump,10,FRANCK ZIO,BUR,7.87,men,5
10,Long Jump,11,ROBERT EMMIYAN,ARM,7.77,men,5
11,Long Jump,12,NOBUHARU ASAHARA,JPN,7.77,men,5
12,Long Jump,13,GALIN GEORGIEV,BUL,7.72,men,5
13,Long Jump,14,KAREEM STREETE-THOMPSON,USA,7.43,men,5
0,3000 Metres,1,MOSES KIPTANUI,KEN,8:04.16,Steeplechase men,5
1,3000 Metres,2,CHRISTOPHER KOSKEI,KEN,8:09.30,Steeplechase men,5
2,3000 Metres,3,SAAD SHADDAD AL-ASMARI,KSA,8:12.95,Steeplechase men,5
3,3000 Metres,4,STEFFEN BRAND,GER,8:14.37,Steeplechase men,5
4,3000 Metres,5,ANGELO CAROSI,ITA,8:14.85,Steeplechase men,5
5,3000 Metres,6,FLORIN IONESCU,ROU,8:15.44,Steeplechase men,5
6,3000 Metres,7,VLADIMIR PRONIN,RUS,8:16.59,Steeplechase men,5
7,3000 Metres,8,MARTIN STREGE,GER,8:18.57,Steeplechase men,5
8,3000 Metres,9,MATTHEW KIPROTICH BIRIR,KEN,8:21.15,Steeplechase men,5
9,3000 Metres,10,ALESSANDRO LAMBRUSCHINI,ITA,8:22.64,Steeplechase men,5
10,3000 Metres,11,VLADIMIR GOLYAS,RUS,8:27.59,Steeplechase men,5
11,3000 Metres,12,JAVIER RODRÍGUEZ,ESP,8:30.96,Steeplechase men,5
0,400 Metres,1,AMANTLE MONTSHO,BOT,49.56,women,13
1,400 Metres,2,ALLYSON FELIX,USA,49.59,women,13
2,400 Metres,3,FRANCENA MCCORORY,USA,50.45,women,13
3,400 Metres,4,ANTONINA KRIVOSHAPKA,RUS,50.66,women,13
4,400 Metres,5,SHERICKA WILLIAMS,JAM,50.79,women,13
5,400 Metres,6,SANYA RICHARDS-ROSS,USA,51.32,women,13
6,400 Metres,7,NOVLENE WILLIAMS-MILLS,JAM,52.89,women,13
0,Discus Throw,1,YANFENG LI,CHN,66.52,women,13
1,Discus Throw,2,NADINE MÜLLER,GER,65.97,women,13
2,Discus Throw,3,YARELYS BARRIOS,CUB,65.73,women,13
3,Discus Throw,4,ZANETA GLANC,POL,63.91,women,13
4,Discus Throw,5,STEPHANIE BROWN TRAFTON,USA,63.85,women,13
5,Discus Throw,6,JIAN TAN,CHN,62.96,women,13
6,Discus Throw,7,DRAGANA TOMAŠEVIĆ,SRB,62.48,women,13
7,Discus Throw,8,NICOLETA GRASU,ROU,62.08,women,13
8,Discus Throw,9,DENIA CABALLERO,CUB,60.73,women,13
9,Discus Throw,10,DANI STEVENS,AUS,59.14,women,13
10,Discus Throw,11,ZINAIDA SENDRIUTE,LTU,57.3,women,13
0,5000 Metres,1,BERNARD LAGAT,USA,13:45.87,men,11
1,5000 Metres,2,ELIUD KIPCHOGE,KEN,13:46.00,men,11
2,5000 Metres,3,MOSES NDIEMA KIPSIRO,UGA,13:46.75,men,11
3,5000 Metres,4,MATTHEW TEGENKAMP,USA,13:46.78,men,11
4,5000 Metres,5,TARIKU BEKELE,ETH,13:47.33,men,11
5,5000 Metres,6,MO FARAH,GBR,13:47.54,men,11
6,5000 Metres,7,JESÚS ESPAÑA,ESP,13:50.55,men,11
7,5000 Metres,8,ABREHAM CHERKOS,ETH,13:51.01,men,11
8,5000 Metres,9,FELIX KIKWAI KIBORE,QAT,13:51.18,men,11
9,5000 Metres,10,ALI ABDALLA,ERI,13:52.69,men,11
10,5000 Metres,11,ADAM GOUCHER,USA,13:53.17,men,11
11,5000 Metres,12,HICHAM BELLANI,MAR,13:55.44,men,11
12,5000 Metres,13,CRAIG MOTTRAM,AUS,13:56.24,men,11
13,5000 Metres,14,JUAN LUIS BARRIOS,MEX,13:59.86,men,11
14,5000 Metres,15,BENJAMIN KIPKOECH LIMO,KEN,14:01.25,men,11
0,Pole Vault,1,SVETLANA FEOFANOVA,RUS,4.75,women,9
1,Pole Vault,2,ANNIKA BECKER,GER,4.7,women,9
2,Pole Vault,3,ELENA ISINBAEVA,RUS,4.65,women,9
3,Pole Vault,4,STACY DRAGILA,USA,4.55,women,9
4,Pole Vault,4,MONIKA PYREK,POL,4.55,women,9
5,Pole Vault,6,YVONNE BUSCHBAUM,GER,4.5,women,9
6,Pole Vault,7,ANNA ROGOWSKA,POL,4.45,women,9
7,Pole Vault,8,YELENA BELYAKOVA,RUS,4.45,women,9
8,Pole Vault,9,SHUYING GAO,CHN,4.35,women,9
9,Pole Vault,10,MARY SAUER VINCENT,USA,4.35,women,9
0,3000 Metres,1,BRIMIN KIPROP KIPRUTO,KEN,8:13.82,Steeplechase men,11
1,3000 Metres,2,EZEKIEL KEMBOI,KEN,8:16.94,Steeplechase men,11
2,3000 Metres,3,RICHARD KIPKEMBOI MATEELONG,KEN,8:17.59,Steeplechase men,11
3,3000 Metres,4,MUSTAFA MOHAMED,SWE,8:19.82,Steeplechase men,11
4,3000 Metres,5,BOUABDELLAH TAHRI,FRA,8:20.27,Steeplechase men,11
5,3000 Metres,6,HALIL AKKAS,TUR,8:22.51,Steeplechase men,11
6,3000 Metres,7,ELISEO MARTÍN,ESP,8:22.91,Steeplechase men,11
7,3000 Metres,8,TAREQ MUBARAK TAHER,BRN,8:22.95,Steeplechase men,11
8,3000 Metres,9,ABDELKADER HACHLAF,MAR,8:24.18,Steeplechase men,11
9,3000 Metres,10,ROBA GARI,ETH,8:25.93,Steeplechase men,11
10,3000 Metres,11,ABUBAKER ALI KAMAL,QAT,8:26.90,Steeplechase men,11
11,3000 Metres,12,NAHOM MESFIN,ETH,8:28.86,Steeplechase men,11
0,Triple Jump,1,NELSON ÉVORA,POR,17.74,men,11
1,Triple Jump,2,JADEL GREGÓRIO,BRA,17.59,men,11
2,Triple Jump,3,WALTER DAVIS,USA,17.33,men,11
3,Triple Jump,4,OSNIEL TOSCA,CUB,17.32,men,11
4,Triple Jump,5,AARIK WILSON,USA,17.31,men,11
5,Triple Jump,6,PHILLIPS IDOWU,GBR,17.09,men,11
6,Triple Jump,7,ARNIE DAVID GIRAT,CUB,16.91,men,11
7,Triple Jump,8,ALEXANDER MARTÍNEZ,SUI,16.85,men,11
8,Triple Jump,9,DEOKHYEON KIM,KOR,16.71,men,11
9,Triple Jump,10,ALEKSANDR PETRENKO,RUS,16.66,men,11
10,Triple Jump,11,MINWEI ZHONG,CHN,16.66,men,11
11,Triple Jump,12,DIMÍTRIOS TSIÁMIS,GRE,16.59,men,11
0,Discus Throw,1,IMRICH BUGÁR,TCH,67.72,men,1
1,Discus Throw,2,LUIS DELÍS,CUB,67.36,men,1
2,Discus Throw,3,GEJZA VALENT,TCH,66.08,men,1
